,公司名,公司领域,招聘岗位,薪资,公司位置,学历,工作年限,发布时间,岗位职责,岗位要求,公司人数
244,猎聘,互联网招聘,商业数据分析师,['面议'],['北京'],['本科及以上'],['3年以上'],2020年04月03日,1、负责产品模块的数据分析支持；2、负责产品模块下的数据分析体系建设；3、负责产品模块下业务逻辑和底层数据的梳理和维护；4、负责产品模块下数据产品的设计和维护。,1、三年以上大中型企业业务/商业数据分析相关工作经验；2、参与过两个以上大型数据分析研究项目；3、熟练掌握SQL语言，熟悉MYSQL、hive等至少一种数据库；4、有较强的沟通能力、思维能力和好奇心；5、可以主动发掘业务问题，并提出对业务的独立见解；6、本科（含）以上学历，商科、咨询背景优先，985/211院校优先。,"['2000', '5000']"
245,北京自如生活企业管理有限公司,O2O服务,数据分析师,['9-15k·15薪'],['北京-朝阳区'],['统招本科'],['1年以上'],2020年04月03日,1、	根据业务逻辑进行核心指标体系的梳理，支撑核心指标中长期变化的归因，帮助定位业务增长的关键驱动因素；2、	能从多维度进行业务指标运营分析，指导和支持公司业务发展，高效解决实际业务问题；3、规划重要业务指标看板，梳理数据监控目标和统计口径，推动生产数据报表化；4、负责定向的数据分析项目，输出优化建议及方案。,1、统招本科以上学历，具备2年以上数据分析领域的经验，统计、经济学、社会学或相关专业；2、具有良好的业务理解能力和逻辑拆解能力，对解决有挑战性的问题充满热情；3、沟通能力强，能够和职能、业务团队保持高效沟通；4、熟练掌握SQL，熟悉powerBI或tableau等可视化工具，了解Python/R等建模语言；5、熟悉基本的机器学习算法，具有应用模型算法进行典型数据挖掘课题（预测、回归、聚类等）研究的相关经验者优先。,['10000']
246,益博睿信息技术,IT服务/系统集成,Senior Data Modeler 高级数据分析师,['面议'],['北京-酒仙桥'],['本科及以上'],['3年以上'],2020年04月03日,,,"['100', '499']"
247,四川长虹佳华信息产品有限责任公司,IT服务/系统集成,商业数据分析师,['面议'],['北京-丰台区'],['统招本科'],['3年以上'],2020年04月03日,1、结合现有系统数据和数据仓库数据进行业务数据分析建模，改善管理效率；2、配合公司的互联网战略转型计划，基于数据工作视角提供转型方案设计建议；3、全流程参与公司数据中台的搭建；4、未来在数据中台上进行机器学习/智慧商业功能的开发。,1、重点大学数学，统计学，计算机相关专业本科以上学历；2、有互联网公司运营管理分析经验，了解互联网公司商业模式原理；3、熟悉数据分析建模的常用方法，有相关工作经验；4、熟练使用SQL/Excel，R/Python等专业分析工具至少熟悉一种；5、思路敏捷，逻辑清晰，有独立思考能力，喜欢创新性工作；6、了解数据中台的概念或有相关工作经验者优先。,"['1000', '2000']"
248,上海浦东发展银行股份有限公司北京分行(简称:上海浦东发展银行北京分行),银行,零售银行数据分析岗,['25-35k·12薪'],['北京'],['本科及以上'],['3年以上'],2020年04月03日,基于本行零售业务业务发展和管理需求，业务经营现状及行业发展趋势，通过提炼数据产品需求，构建数据模型，沉淀分析思路与框架，逐步建立数据分析体系。对本行零售业务的运营管理及经营发展提供决策支持。同时，基于业务监控指标体系，及时发现业务问题。,1. 负责本行零售业务数据的汇总与分析，编制公司月、季、年度经营分析报告；2. 根据本行零售业务发展的需要，开展相关专题的数据挖掘与研究，并形成研究分析报告；3.完善本行零售业务指标体系，优化业务流程，提升业务转化效率，为产品、运营、市场和销售等的优化提供数据支持。岗位要求,[]
249,易智瑞(中国)信息技术有限公司,计算机软件,高级数据分析师,['15-25k·12薪'],['北京-柳芳'],['本科及以上'],['3年以上'],2020年04月03日,,,"['100', '499']"
250,TalkingData,互联网/移动互联网/电子商务,高级数据分析师（数据经理）(J10346),['20-30k·12薪'],['北京'],['本科及以上'],['4年以上'],2020年04月03日,a）岗位职责1、负责数据产品的设计；2、规划业务领域主题模型，与业务沟通并管理数据需求；3、参与数据仓库支持工具设计；4、面向数据应用于数据治理的数据分析与数据探索；,b）任职要求1、本科及以上学历，5-10年数据分析经验；2、深入理解数据仓库建设和业务建模理论，掌握E-R模式和Kimball维度模型设计；3、熟悉OLAP和OLTP技术，能进行SQL优化，进行ETL开发；4、有大规模数据处理的实践经验；,"['500', '999']"
251,清华大学天津电子信息研究院,电子技术/半导体/集成电路,大数据分析工程师,['10-20k·12薪'],['北京'],['本科及以上'],['2年以上'],2020年04月03日,,,"['100', '499']"
252,TalkingData,互联网/移动互联网/电子商务,数据分析师(J10344),['15-25k·12薪'],['北京-东直门'],['本科及以上'],['2年以上'],2020年04月03日,1、基于对数据使用场景、流程的梳理，进行有效地数据探索；2、设计数据产品、产品生命周期的管理；3、撰写和维护数据产品的文档，如数据产品白皮书等；,1、本科及以上学历，1-3年数据分析经验，统计学、数学、经济学等相关经验；2、会使用sql及其他统计分析软件，如excel；3、良好的沟通表达，逻辑思维，团队协作能力；4、对数据敏感，有良好的数据分析意识，工作积极主动，乐于面临挑战；,"['500', '999']"
253,美团点评,互联网/移动互联网/电子商务,数据分析师,['面议'],['北京'],['本科及以上'],['3年以上'],2020年04月03日,1.	建立基于地方政府事务的数据指标体系；2.	基于业务关注重点，对地方政府事务数据指标进行整合，定期生成数据周报/月报，动态发现问题，并进行归因；3.	深入业务，就海量数据相关内容深入分析、建模、挖掘，提供有价值的业务洞察、剖析报告，给出策略建议；4.	不断研究和探索业内前沿话题和相关数据指标；5.	有能力将数据分析产品化、线上化，为战略分析提供抓手。,1.	统计、数学、信息技术相关专业硕士以上学历，2年以上相关工作经验；2.	良好的分析工具使用经验；3.	良好的数据敏感度，能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验； 4.	热爱数据分析工作，诚实正直、责任心强，出色的执行和沟通能力，能承受较大的工作压力；5.	熟练掌握统计理论，以及常用数据分析挖掘方法，如,['10000']
254,真有两把刷子(北京)科技有限公司,O2O服务,BI数据分析师,['20-30k·13薪'],['北京'],['本科及以上'],['3年以上'],2020年04月03日,1、基于用户历史数据模型，发掘有效的用户场景，构建行为规律模型2、个性化会员服务模型的数据分析和定价测算3、针对产品和运营关注的问题，通过数据分析提供决策支持,1、35岁以下，本科及以上学历，理工科背景，统计学、数学、运筹学等专业优先2、熟练掌握SQL等数据查询语言，对数据库的相关知识有一定了解3、3年或以上互联网数据分析经验，大厂优先4、有电商类用户产品分析经验者优先5、良好的业务数据分析视角，擅长从业务问题中抽离数据模型6、逻辑清晰，团队协作和沟通能力强,"['100', '499']"
255,车好多集团,O2O服务,商业数据分析师13301,['20-30k·13薪'],['北京'],['本科及以上'],['3年以上'],2020年04月03日,1.   对接业务线需求，对需求进行梳理，对业务问题进行深度诊断性组合分析、挖掘、深度分析，并给出建议；2.   沉淀分析思路与框架，提炼数据产品需求，与相关团队（如技术开发团队） 协作并推动数据产品的落地 ；3.   与相关团队协作进行数据建模工作，推动业务部门的数据化运营 。,1.   统计、数学，计算机相关专业统招本科及以上学历， 至少3年相关工作经验  ；2.  熟练SQL，熟练使用EXCEL处理、分析数据，能够独立撰写分析报告；3.   有数据建模、数据运营、数据产品规划经验，互联网工作背景优先；4.   有较强的逻辑推理能力，善于从商业角度解读数据；5.   熟练独立编写商业数据分析报告，及时发现和分析其中隐含的变化和问题；,['10000']
